Project Name;Capacity (MW);Type;Start year;Latitude;Longitude
Guangdong Raoping Haishan wind farm;50;Wind;2016;23,5397;116,996
Guangdong Raoping Suocheng wind farm;50;Wind;2016;23,6381;117,1053
Guangdong Shanwei Dapu wind farm;50;Wind;2014;22,7236;115,7559
Guangdong Shaoguan Xinfeng Jinzhu wind farm;50;Wind;2019;24,086;113,9956
Guangdong Wuhua Longshidian wind farm;50;Wind;2023;23,5527;115,5392
Guangdong Xuwen Dongfanghong wind farm;50;Wind;2017;23,1358;113,1983
Guangdong Xuwen Fengshan wind farm;50;Wind;2017;23,1358;113,1983
Guangdong Xuwen He'An wind farm;50;Wind;2016;23,1358;113,1983
Guangdong Xuwen Huahai wind farm;50;Wind;2016;20,4667;110,1833
Guangdong Xuwen Qujie wind farm;50;Wind;2016;20,5;110,2083
Guangdong Xuwen Shibanling wind farm;50;Wind;2016;20,5483;110,2108
Guangdong Xuwen Wutushan wind farm;50;Wind;2019;20,3922;110,1719
Guangdong Xuwen Xinliaonongchang wind farm;50;Wind;2023;20,6023;110,3561
Guangdong Xuwen Yangqian wind farm;50;Wind;2009;20,6287;110,481
Guangdong Xuwen Yongshi wind farm;50;Wind;2016;20,5039;110,2344
Guangdong Yangdong Agricultural And Reclamation Bureau Baoshan wind farm;50;Wind;2018;23,1358;113,1983
Guangdong Yangdong Agricultural And Reclamation Bureau Jishan wind farm;50;Wind;2016;23,1358;113,1983
G;50;Wind;2023;21,908;112,2761
Guangdong Yangdong Dalongding wind farm;50;Wind;2014;23,1358;113,1983
Guangdong Yangjiang Dongping wind farm;50;Wind;2012;21,7975;112,2652
Guangdong Yangjiang Xinzhou wind farm;50;Wind;2012;21,7768;112,2654
Guangdong Yangshan Dadongshang wind farm;50;Wind;2021;23,1358;113,1983
Guangdong Yangshan Jiezitang wind farm;50;Wind;2021;23,1358;113,1983
Guangdong Yangshan Qishan wind farm;50;Wind;2021;23,1358;113,1983
Guangdong Yangxi Putishan wind farm;50;Wind;2013;23,1358;113,1983
Guangdong Zhanjiang Nansan Haifeng wind farm;50;Wind;2016;21,1872;110,6056
Guangdong Zhuhai Gaolandao wind farm;50;Wind;2011;21,924;113,2638
Guangxi Binyang Shuangqiao wind farm;50;Wind;2020;24;109
Guangxi Bobai Maziling wind farm;50;Wind;2018;24;109
Guangxi Cenxi Qingshangping wind farm;50;Wind;2020;24;109
Guangxi Fuchuan Jinziling wind farm;50;Wind;2017;24,7014;111,3367
Guangxi Fuchuan Longtou wind farm;50;Wind;2015;24,7833;111,2683
Guangxi Gongcheng Menlou wind farm;50;Wind;2020;24;109
Guangxi Gongcheng Yanzishan wind farm;50;Wind;2016;24,95;110,8917
Guangxi Gongcheng Yuanshishan wind farm;50;Wind;2016;24,9833;110,8667
Guangxi Guanyang Matou wind farm;50;Wind;2016;25,5333;110,95
Guangxi Longxu Tonghuo wind farm;50;Wind;2023;23,1764;111,3592
Guangxi Luzhai Huangmian wind farm;50;Wind;2023;24,6705;109,8571
Guangxi Ningming Tongmian wind farm;50;Wind;2023;21,8143;107,3093
Guangxi Quanzhou Liuzijie wind farm;50;Wind;2019;24;109
Guangxi Quanzhou Tianhu wind farm;50;Wind;2017;26,15;110,9
Guangxi Sanjiang Baji wind farm;50;Wind;2023;25,8829;109,5615
Guangxi Sanjiang Gaoding wind farm;50;Wind;2023;25,9738;109,6708
Guangxi Sanjiang Tongle Gaopei wind farm;50;Wind;2023;25,7804;109,4323
Guangxi Tian'E Gengxin wind farm;50;Wind;2023;24,9994;107,1737
Guangxi Wuxuan Hequn wind farm;50;Wind;2021;24;109
Guangxi Xiangzhou Muen wind farm;50;Wind;2023;24;109
Guangxi Xing'An Daoping wind farm;50;Wind;2017;24;109
Guangxi Xing'An Pingling wind farm;50;Wind;2017;25,508;110,5432
Guangxi Xing'An Xikeng wind farm;50;Wind;2017;24;109
Guangxi Yulin Luchuan wind farm;50;Wind;2022;22,3936;110,3097
Guizhou Hezhang Dajiucaiping wind farm;50;Wind;2014;26,9846;104,7784
Guizhou Hezhang Shitouzhai wind farm;50;Wind;2013;27,0072;104,723
Guizhou Hezhang Wuli wind farm;50;Wind;2014;27,0162;104,4389
Guizhou Huishui Longtangshan wind farm;50;Wind;2013;26,0837;106,9729
Guizhou Longli Kuhaoping wind farm;50;Wind;2014;26,3576;106,9289
Guizhou Panxian Huangbaijing wind farm;50;Wind;2015;25,8045;104,4152
Guizhou Panxian Laoheishan wind farm;50;Wind;2015;25,7169;104,3877
Guizhou Panxian Pingguan wind farm;50;Wind;2015;25,666;104,369
Guizhou Taijiang Changping'Ao wind farm;50;Wind;2017;26,5871;107,9787
Guizhou Taijiang Hongyang wind farm;50;Wind;2013;26,5871;107,9787
Guizhou Tongzi Huanglianba wind farm;50;Wind;2020;27;107
Guizhou Weining Dahaizi wind farm;50;Wind;2015;26,9433;103,845
Guizhou Weining Dashanshu wind farm;50;Wind;2015;28,9478;103,8619
Guizhou Weining Guijiaying wind farm;50;Wind;2012;26,787;104,071
Guizhou Weining Laoheishan wind farm;50;Wind;2015;26,7173;103,8037
Guizhou Weining Longhe wind farm;50;Wind;2013;27,134;105,9682
Guizhou Weining Longtoushan wind farm;50;Wind;2015;26,7203;103,805
Guizhou Weining Mabaidashan wind farm;50;Wind;2011;26,7197;104,0721
Guizhou Weining Mawoshan wind farm;50;Wind;2013;27,1068;105,9207
Guizhou Weining Meihuashan wind farm;50;Wind;2015;26,6812;104,6556
Guizhou Weining Wujiangyuan Baicaoping wind farm;50;Wind;2013;26,9458;104,4636
Guizhou Weining Wujiangyuan Dafa wind farm;50;Wind;2013;26,894;104,4614
Guizhou Weining Wujiangyuan Gaofeng wind farm;50;Wind;2014;26,9772;104,4206
Guizhou Weining Wujiangyuan Haizhu wind farm;50;Wind;2014;26,8872;104,4967
Guizhou Weining Xiliangshan wind farm;50;Wind;2011;26,8643;104,0721
Guizhou Weining Xueshan Xianshuipo wind farm;50;Wind;2014;27,1278;104,0875
Guizhou Weining Xueshan Zhuopu wind farm;50;Wind;2015;27,1852;104,1001
Guizhou Weining Zhaojialiangzi wind farm;50;Wind;2015;26,704;104,6234
Guizhou Zhijin Zhongzhai wind farm;50;Wind;2017;26,65;105,6
Hainan Dongfang Gancheng wind farm;50;Wind;2010;18,7917;108,6597
Hainan Wenchang Chaotanbi wind farm;50;Wind;2009;20,0861;110,7206
Hebei Baixiang Zhailidong wind farm;50;Wind;2019;37,4524;114,669
Hebei Cangli Luanhekou wind farm;50;Wind;2018;39,5033;119,062
Hebei Chicheng 1 wind farm;50;Wind;2011;41,2838;115,7901
Hebei Chicheng Changgoumen wind farm;50;Wind;2014;41,2917;115,8667
Hebei Chicheng Dananshan wind farm;50;Wind;2022;40,9333;115,5625
Hebei Chicheng Mayinggushan wind farm;50;Wind;2012;41,325;115,688
Hebei Chicheng Motianling wind farm;50;Wind;2022;40,933;115,563
Hebei Chongli Changchengling wind farm;50;Wind;2012;40,989;115,4793
Hebei Chongli Honghualiang wind farm;50;Wind;2011;40,5742;115,28
Hebei Fengning Lianghou wind farm;50;Wind;2018;41,8188;116,3299
Hebei Fengning Qiansongba wind farm;50;Wind;2018;41,6156;116,2888
Hebei Fengning Shuiquan wind farm;50;Wind;2016;41,7958;116,2875
Hebei Fucheng (Huarun) wind farm;50;Wind;2019;39;116
Hebei Guyuan Mashenmiao wind farm;50;Wind;2013;41,3583;115,825
Hebei Guyuan Xiaoerhao wind farm;50;Wind;2014;41,461;115,85
Hebei Guyuan Xiyingzi wind farm;50;Wind;2012;41,502;115,795
Hebei Haixing (Hebei Construction) wind farm;50;Wind;2008;38,2242;117,7575
Hebei Haixing Dingbei wind farm;50;Wind;2019;38,2308;117,5857
Hebei Jingxian Nanyunhe wind farm;50;Wind;2019;37,7007;116,3708
Hebei Julu Laozhanghe wind farm;50;Wind;2020;39;116
Hebei Julu Tenghuang wind farm;50;Wind;2020;39;116
Hebei Kangbao (Huaneng) wind farm;50;Wind;2013;41,6192;114,8424
Hebei Kangbao Danqinghe wind farm;50;Wind;2018;41,6702;114,6858
Hebei Kangbao Haojiaying wind farm;50;Wind;2012;42,0667;114,4917
Hebei Kangbao Majiaying wind farm;50;Wind;2012;42,0167;114,4917
Hebei Kangbao Sanxiatian wind farm;50;Wind;2009;41,8993;114,4965
Hebei Kangbao Shipeng wind farm;50;Wind;2020;40,8814;116,0921
Hebei Kangbao Shuijing Naobao wind farm;50;Wind;2017;41,9892;114,5709
Hebei Kangbao Xiaoyingtu wind farm;50;Wind;2019;41,7794;114,2932
Hebei Kangbao Zhaoyanghe wind farm;50;Wind;2012;42,0667;114,5167
Hebei Kangbao Zhongyi wind farm;50;Wind;2020;40,8814;116,0921
Hebei Laiyuan Dongtuanbao wind farm;50;Wind;2013;39,6222;114,955
Hebei Laiyuan Huanghualiang wind farm;50;Wind;2012;39,3424;114,3988
Hebei Laiyuan Laohushan wind farm;50;Wind;2020;39,5435;114,5636
Hebei Laoting Daqinghe wind farm;50;Wind;2011;39,2494;118,8306
Hebei Qinhuangdao Funing wind farm;50;Wind;2021;39;116
Hebei Shangyi Beishileng wind farm;50;Wind;2014;41,1993;114,1977
Hebei Shangyi Chaoligai wind farm;50;Wind;2012;41,0695;114,0923
Hebei Shangyi Ergongdi wind farm;50;Wind;2012;41,503;114,0015
Hebei Shangyi Kangleng wind farm;50;Wind;2014;41,1697;114,2822
Hebei Shangyi Manjing East wind farm;50;Wind;2006;41,1833;114,25
Hebei Shangyi Manjing North wind farm;50;Wind;2008;41,0833;114,2667
Hebei Shangyi Manjing West wind farm;50;Wind;2007;41,0833;114,2667
Hebei Shangyi Moshishan wind farm;50;Wind;2012;41,0768;114,1729
Hebei Shangyi Shijing wind farm;50;Wind;2013;41,34;114,1959
Hebei Shangyi Wanshigou wind farm;50;Wind;2012;41,0922;114,1422
Hebei Weichang Baihuapo wind farm;50;Wind;2012;42,3536;117,3142
Hebei Weichang Changlinzi wind farm;50;Wind;2016;41,2524;117,6253
Hebei Weichang Chaoshuihai wind farm;50;Wind;2012;42,5235;117,8356
Hebei Weichang Dacaozi wind farm;50;Wind;2012;42,5418;117,8424
Hebei Weichang Deyuan wind farm;50;Wind;2017;42,3102;117,5304
Hebei Weichang Dishuihu wind farm;50;Wind;2010;42,2667;117,9167
Hebei Weichang Guangfayong wind farm;50;Wind;2009;42,179;117,5904
Hebei Weichang Guojiawan wind farm;50;Wind;2014;42,1449;117,919
Hebei Weichang Huangtuliang wind farm;50;Wind;2014;42,5235;117,8356
Hebei Weichang Miaozigou wind farm;50;Wind;2014;42,5352;117,5717
Hebei Weichang Shanwanzi wind farm;50;Wind;2009;42,5267;117,6931
Hebei Weichang Shanyuan wind farm;50;Wind;2012;42,5544;117,7408
Hebei Weichang Wind And Photovoltaic Integration wind farm;50;Wind;2011;42,2347;117,298
Hebei Weichang Xiaodonggou wind farm;50;Wind;2016;42,4465;117,5669
Hebei Weichang Yangbaishun wind farm;50;Wind;2012;42,3744;117,2775
Hebei Weichang Yangshugou wind farm;50;Wind;2010;42,5;117,6667
Hebei Weichang Yuanhui wind farm;50;Wind;2014;42,5712;117,5916
Hebei Weichang Yudaokou Yueliangshan wind farm;50;Wind;2011;42,344;117,3622
Hebei Weichang Zhangjiawan wind farm;50;Wind;2009;42,2553;117,9314
Hebei Weichang Zhuzixia wind farm;50;Wind;2009;42,2667;117,9167
Hebei Yanshan Xuanbei Gangou wind farm;50;Wind;2020;38,0804;117,2798
Hebei Yuxian Chashan wind farm;50;Wind;2012;39,7717;114,8339
Hebei Yuxian Dongdianziliang wind farm;50;Wind;2012;39,7325;114,7628
Hebei Yuxian Dongxinghe wind farm;50;Wind;2013;39,7342;114,9111
Hebei Yuxian Huanghualiang wind farm;50;Wind;2012;39,6203;114,6506
Hebei Yuxian Jiugongkou wind farm;50;Wind;2015;39,8294;114,8724
Hebei Yuxian Laoyemiaoliang wind farm;50;Wind;2017;39,831;114,93
Hebei Yuxian Lihuajian wind farm;50;Wind;2013;39,6647;114,9147
Hebei Yuxian Mingpu wind farm;50;Wind;2016;39,6319;114,6735
Hebei Yuxian Xiushuipen wind farm;50;Wind;2020;39,5911;114,5756
Hebei Yuxian Yongshengzhuang wind farm;50;Wind;2012;39,7964;114,7547
Hebei Yuxian Zhenjiawan wind farm;50;Wind;2012;39,6417;114,7297
Hebei Zhangbei (Huarun China Resources) wind farm;50;Wind;2021;40,8814;116,0921
Hebei Zhangbei Lijiaying wind farm;50;Wind;2011;41,0866;114,6477
Hebei Zhangbei Xishungou wind farm;50;Wind;2011;41,0437;114,6754
Hebei Zhangbei Yudaiwan wind farm;50;Wind;2021;40,8814;116,0921
Heilongjiang Anda Laohugang wind farm;50;Wind;2013;46,7292;125,4247
Heilongjiang Bayan Shuangyashan wind farm;50;Wind;2014;46,3561;128,8519
Heilongjiang Binxian Dadingshan wind farm;50;Wind;2013;45,9312;127,1917
Heilongjiang Binxian Dageling wind farm;50;Wind;2014;45,5833;127,4667
Heilongjiang Binxian Daquanzi wind farm;50;Wind;2014;45,5833;127,4667
Heilongjiang Boli Tuoyaozi wind farm;50;Wind;2016;45,8474;130,3823
Heilongjiang Daqing (Haiguo Rongzhi) wind farm;50;Wind;2022;46,5811;125,1508
Heilongjiang Daqing Duishan wind farm;50;Wind;2016;46,7;124,6833
Heilongjiang Daqing Dumeng Dairy Farm wind farm;50;Wind;2014;46,8301;124,4916
Heilongjiang Daqing Dumeng Huzhen Dairy Farm wind farm;50;Wind;2014;46,4443;124,1706
Heilongjiang Daqing Hongji wind farm;50;Wind;2016;46,7167;124,6833
Heilongjiang Daqing Hongwei wind farm;50;Wind;2016;46,512;124,743
Heilongjiang Daqing Lindian Dongmingyuan wind farm;50;Wind;2015;46,9242;125,1464
Heilongjiang Daqing Lindian Huayuan wind farm;50;Wind;2015;46,9242;125,1464
Heilongjiang Daqing Lüse Caoyuan (Green Grasslands) wind farm;50;Wind;2012;46,358;124,5
Heilongjiang Daqing Qingshan wind farm;50;Wind;2018;46,0264;125,0636
Heilongjiang Daqing Ruihao wind farm;50;Wind;2008;46,3667;124,0456
Heilongjiang Daqing Unsubsidized (Huayang) wind farm;50;Wind;2023;46,5991;125,0882
Heilongjiang Daqing Unsubsidized (Jingneng) wind farm;50;Wind;2023;46,1423;124,6187
Heilongjiang Daqing Yinlang wind farm;50;Wind;2016;46,55;124,7667
Heilongjiang Datong Zhusan wind farm;50;Wind;2016;46,0264;125,0633
Heilongjiang Donggang Taiping wind farm;50;Wind;2020;46,2147;124,7618
Heilongjiang Dongning Dajiazishan And Xidagang wind farms;50;Wind;2010;44,5825;130,7486
Heilongjiang Dongning Ruixin wind farm;50;Wind;2015;44,7517;130,9042
Heilongjiang Du'Erbote Hujitumo wind farm;50;Wind;2014;46,4551;124,1827
Heilongjiang Du'Erbote Ruifeng wind farm;50;Wind;2010;46,4332;124,0811
Heilongjiang Du'Erbote Ruihao wind farm;50;Wind;2008;46,3458;124,0698
Heilongjiang Fangzheng Gaoleng wind farm;50;Wind;2013;45,7176;129,3337
Heilongjiang Fangzheng Hutieling wind farm;50;Wind;2013;45,8392;129,385
Heilongjiang Fangzheng Tuanjie Unsubsidized wind farm;50;Wind;2021;45,7281;128,6083
Heilongjiang Fujin Dongdi wind farm;50;Wind;2016;47,3357;132,094
Heilongjiang Fujin Wudingshan wind farm;50;Wind;2014;47,2196;132,2342
Heilongjiang Fuyu Youyi wind farm;50;Wind;2022;48;128
Heilongjiang Hailin Hailang wind farm;50;Wind;2012;48;128
Heilongjiang Hailin Hongqi wind farm;50;Wind;2011;48;128
Heilongjiang Hegang Shuifa Unsubsidized wind farm;50;Wind;2023;47,4238;131,976
Heilongjiang Heihe Daheishan wind farm;50;Wind;2011;50,1989;126,4789
Heilongjiang Heihe Sunwu Unsubsidized wind farm;50;Wind;2022;49,6167;127,3376
Heilongjiang Heihe Xiaoheishan wind farm;50;Wind;2011;50,1331;126,4303
Heilongjiang Huachuan Baoshan wind farm;50;Wind;2012;47,0053;130,9842
Heilongjiang Huachuan Sujiadian wind farm;50;Wind;2011;46,875;130,75
Heilongjiang Huachuan Zhongfu wind farm;50;Wind;2011;47,0222;131,0181
Heilongjiang Huanan Beiantun wind farm;50;Wind;2008;46,11;130,4833
Heilongjiang Huanan Changshoushan wind farm;50;Wind;2010;46,057;130,648
Heilongjiang Huanan Dajiazishan wind farm;50;Wind;2008;46,0855;130,4685
Heilongjiang Huanan Yimashan wind farm;50;Wind;2010;46,0685;130,5818
Heilongjiang Jiamusi Huachuang Unsubsidized wind farm;50;Wind;2022;46,5881;130,2185
Heilongjiang Jiamusi Suburbs Houshi wind farm;50;Wind;2010;48;128
Heilongjiang Jiamusi Suburbs Jianshan wind farm;50;Wind;2011;46,7;130,2833
Heilongjiang Jixian Bianfushan wind farm;50;Wind;2010;46,7431;130,8578
Heilongjiang Jixian Taiping wind farm;50;Wind;2012;46,875;130,75
Heilongjiang Jixian Taiyangshan wind farm;50;Wind;2011;46,7684;130,7762
Heilongjiang Kedong Aihua wind farm;50;Wind;2012;48,193;126,106
Heilongjiang Keshan Shuguang wind farm;50;Wind;2011;48,2258;125,7381
Heilongjiang Longjiang Halahai wind farm;50;Wind;2013;47,3853;123,4553
Heilongjiang Longjiang Xingshan wind farm;50;Wind;2016;47,3912;123,4568
Heilongjiang Mishan Linchang Liumao wind farm;50;Wind;2011;45,4233;132,0585
Heilongjiang Mishan Linhe wind farm;50;Wind;2013;45,4306;131,9351
Heilongjiang Mishan Panjiadian wind farm;50;Wind;2013;45,4577;132,0201
Heilongjiang Mishan Xingkaihu Mifengshan wind farm;50;Wind;2011;45,4485;131,9993
Heilongjiang Nianzishan wind farm;50;Wind;2012;47,5833;122,875
Heilongjiang Ning'An Laoyeling wind farm;50;Wind;2013;44,3;129,85
Heilongjiang Qiezihe Qiligashan wind farm;50;Wind;2012;45,911;131,4779
Heilongjiang Qiqiha'Er Fuyu Unsubsidized (Three Gorges New Energy) wind farm;50;Wind;2023;47,7944;124,4902
Heilongjiang Qiqiha'Er Keshan Unsubsidized wind farm;50;Wind;2022;48,0942;125,7658
Heilongjiang Qiqiha'Er Longjiang Unsubsidized wind farm;50;Wind;2021;47,3338;123,302
Heilongjiang Qiqiha'Er Meilisi Unsubsidized wind farm;50;Wind;2022;47,3147;123,753
Heilongjiang Qitaihe Qianfeng wind farm;50;Wind;2013;45,8596;131,4301
Heilongjiang Shuangyashan Dadingzishan wind farm;50;Wind;2013;48;128
Heilongjiang Shuangyashan Guokuishan wind farm;50;Wind;2012;46,3333;131,6
Heilongjiang Shuangyashan Laopinggang wind farm;50;Wind;2012;45,6;131,2
Heilongjiang Shuangyashan Yangmugang wind farm;50;Wind;2012;46,67;131,25
Heilongjiang Tangyuan Qushou wind farm;50;Wind;2013;46,7469;129,6939
Heilongjiang Tongjiang Jiangsheng (Huaneng) wind farm;50;Wind;2016;47,9361;132,8886
Heilongjiang Tongjiang Jiejinshan wind farm;50;Wind;2010;48;128
Heilongjiang Tongjiang Linjiang wind farm;50;Wind;2016;47,9611;132,8606
Heilongjiang Tongjiang Sanjiangkou wind farm;50;Wind;2010;48;128
Heilongjiang Wuyiling Atinghe wind farm;50;Wind;2014;48,5917;129,4
Heilongjiang Yichun Dabaishan wind farm;50;Wind;2009;47,7306;129,8111
Heilongjiang Yichun Xinqing Laobaishan wind farm;50;Wind;2011;48,1185;129,7641
Heilongjiang Yilan Chenguang wind farm;50;Wind;2009;46,26;129,5217
Heilongjiang Yilan Fuqiang wind farm;50;Wind;2009;46,1007;130,0454
Heilongjiang Yilan Hezuo Forestry Farm wind farm;50;Wind;2009;46,1306;129,8307
Heilongjiang Yilan Jiaxinshan wind farm;50;Wind;2014;46,2304;129,4914
Heilongjiang Yilan Jiguanlazishan wind farm;50;Wind;2010;46,2678;129,7308
Heilongjiang Yilan Jiguanshan wind farm;50;Wind;2013;46,2377;129,751
Heilongjiang Zhaoyuan Shunde wind farm;50;Wind;2012;45,7242;124,4822
Hebei Dancheng Huji wind farm;50;Wind;2020;34;114
Henan Biyang Guoji (Huamin Jinfeng) wind farm;50;Wind;2023;32,9763;113,1349
Henan Biyang Zhongxing wind farm;50;Wind;2020;32,7262;113,3274
Henan Dancheng (Longyuan) wind farm;50;Wind;2020;34;114
Henan Fengqiu Jinglonggong (Guodian) wind farm;50;Wind;2020;34;114
Henan Gushi Yangji wind farm;50;Wind;2020;32,4102;115,6756
Henan Huaxian Weinanpo Centralized wind farm;50;Wind;2022;35,5202;114,796
Henan Jiyuan Wangwu Changshuling wind farm;50;Wind;2019;34,7805;113,7885
Henan Junxian Huolonggang wind farm;50;Wind;2014;35,7624;114,4493
Henan Kaifeng Xiangfu wind farm;50;Wind;2019;34,7825;114,6574
Henan Lingbao Houdi wind farm;50;Wind;2020;34;114
Henan Linzhou Taihang wind farm;50;Wind;2023;35,9957;113,9065
Henan Luyi (Jiemei) wind farm;50;Wind;2022;33,7917;115,2917
Henan Mianchi Wufengshan wind farm;50;Wind;2021;34;114
Henan Minquan Chengbei wind farm;50;Wind;2023;34,8003;115,2965
Henan Minquan Huajian wind farm;50;Wind;2020;34,7379;115,1535
Henan Nanzhao Huilonggou wind farm;50;Wind;2020;33,53;112,3974
Henan Queshan Maweishan wind farm;50;Wind;2021;33,0157;114,0163
Henan Ruzhou Houpo wind farm;50;Wind;2020;34;114
Henan Ruzhou Mangchuan wind farm;50;Wind;2016;33,975;112,675
Henan Ruzhou Shengou wind farm;50;Wind;2021;34;114
Henan Shangcheng Xiao'ao wind farm;50;Wind;2020;31,8534;115,218
Henan Shanxian Ganshan wind farm;50;Wind;2020;34;114
Henan Shanxian Lingnan wind farm;50;Wind;2020;34;114
Henan Shanxian Liziping wind farm;50;Wind;2019;34,5352;111,4112
Henan Shanxian Xiangpingshan wind farm;50;Wind;2014;34,6511;111,4396
Henan Shanzhou Lingnan wind farm;50;Wind;2020;34,5879;111,358
Henan Suixian (Huilü) wind farm;50;Wind;2021;34;114
Henan Taikang Matouzhen wind farm;50;Wind;2020;33,9052;114,7614
Henan Tanghe Shizhushan wind farm;50;Wind;2020;32,4494;113,0206
Henan Tongxu Guangshun wind farm;50;Wind;2019;34,3759;114,5856
Henan Xiayi (Fenkong) wind farm;50;Wind;2022;34;114
Henan Xiayi (Huaneng) wind farm;50;Wind;2020;34;114
Henan Xihua Xiaoyao wind farm;50;Wind;2019;33,8408;114,4659
Henan Xin'An Gudu wind farm;50;Wind;2020;34;114
Henan Xincai (State Power Investment) wind farm;50;Wind;2020;33,0157;114,0163
Henan Xincai Chendian wind farm;50;Wind;2020;33,0157;114,0163
Henan Xincai Longkou wind farm;50;Wind;2020;33,0157;114,0163
Henan Xinmi Jianshan wind farm;50;Wind;2018;34,5952;113,2312
Henan Xinxian Qilongshan wind farm;50;Wind;2020;31,7753;114,714
Henan Xinye (China Resources) wind farm;50;Wind;2020;34;114
Henan Xiping Pingyuan wind farm;50;Wind;2020;33,0157;114,0163
Henan Yanling Pengdianxiang wind farm;50;Wind;2019;34,2135;114,2411
Henan Yongcheng Longma wind farm;50;Wind;2023;34;114
Henan Yucheng (Guohua) wind farm;50;Wind;2020;34;114
Henan Yucheng (Huarun) wind farm;50;Wind;2020;34;114
Henan Yuzhou (Longyuan) wind farm;50;Wind;2020;34,2704;113,5571
Henan Zhecheng Huiji wind farm;50;Wind;2020;34;114
Henan Zhumadian Shangcai wind farm;50;Wind;2020;33,0157;114,0163
Henan Zhumadian Xiping wind farm;50;Wind;2020;33,4365;113,8497
Hubei Anlu Zhaopeng wind farm;50;Wind;2022;31,4099;113,8809
Hubei Chongyang Jintang wind farm;50;Wind;2018;29,2302;114,0807
Hubei Enshi Lichuan Baiyangba wind farm;50;Wind;2014;30,5583;108,9
Hubei Guangshui Huashan wind farm;50;Wind;2015;31,9503;113,6897
Hubei Guangshui Jinshan wind farm;50;Wind;2020;31,4594;113,8558
Hubei Lichuan Shuanglu wind farm;50;Wind;2014;30,2822;108,6172
Hubei Lichuan Yuanbao wind farm;50;Wind;2019;30,2341;109,0137
Hubei Macheng Caijiazhai wind farm;50;Wind;2016;31,4431;115,1842
Hubei Qianjiang Heyu wind farm;50;Wind;2022;30,5202;114,3567
Hubei Shishou Taohuashan wind farm;50;Wind;2015;29,6142;112,6775
Hubei Suixian Chaoyang wind farm;50;Wind;2020;32,1392;113,0809
Hubei Suixian Ermeishan wind farm;50;Wind;2013;32,0839;113,7083
Hubei Suixian Heishiduo wind farm;50;Wind;2012;32,0508;113,6942
Hubei Suixian Sunjiazhai wind farm;50;Wind;2013;32,1833;113,5417
Hubei Suixian Tianhekou wind farm;50;Wind;2013;32,175;113,525
Hubei Suixian Wanhe wind farm;50;Wind;2020;32,2278;113,2847
Hubei Suixian Zijinshan wind farm;50;Wind;2014;32,175;113,525
Hubei Tongcheng Huanglongshan wind farm;50;Wind;2018;29,0333;113,9005
Hubei Xiangbei Wind-Storage Integrated (Fenghua) wind farm;50;Wind;2023;32,3115;112,371
Hubei Yicheng Banqiao wind farm;50;Wind;2015;32,8582;112,5071
Hubei Yiling Bailihuang wind farm;50;Wind;2015;30,9436;111,5171
Hubei Zaoyang Baihe wind farm;50;Wind;2015;32,8549;112,6965
Hubei Zaoyang Pinglin wind farm;50;Wind;2018;32,0117;112,1158
Hubei Zaoyang Taiping wind farm;50;Wind;2014;32,3632;112,8704
Hubei Zhongxiang Honghuayan wind farm;50;Wind;2021;32,0117;112,1158
Hunan Chengbu Changanying wind farm;50;Wind;2021;27,6662;111,7487
Hunan Chengbu wind farm;50;Wind;2018;26,3356;110,1448
Hunan Chengbu Yudian wind farm;50;Wind;2020;27,6662;111,7487
Hunan Cili Jinping wind farm;50;Wind;2022;27,6662;111,7487
Hunan Guiyang Liantang wind farm;50;Wind;2019;27,6662;111,7487
Hunan Huarong Taohuashan wind farm;50;Wind;2013;27,6662;111,7487
Hunan Jianghua Mengzhuling wind farm;50;Wind;2022;25,2417;111,6833
Hunan Lanshan Baidieling wind farm;50;Wind;2020;25,4508;112,2603
Hunan Lanshan Daqiao wind farm;50;Wind;2018;27,6662;111,7487
Hunan Lanshan Shilichong wind farm;50;Wind;2019;27,6662;111,7487
Hunan Lanshan Tafengzhen wind farm;50;Wind;2018;27,6662;111,7487
Hunan Lanshan Ziliang wind farm;50;Wind;2020;27,6662;111,7487
Hunan Leiyang Taiping wind farm;50;Wind;2017;27,6662;111,7487
Hunan Lianyuan Longshan wind farm;50;Wind;2018;27,6662;111,7487
Hunan Lingling Shiyantou wind farm;50;Wind;2017;26,4909;111,204
Hunan Linwu Dachong wind farm;50;Wind;2015;25,229;112,388
Hunan Linwu Dongshan wind farm;50;Wind;2016;27,6662;111,7487
Hunan Linwu Guangyi wind farm;50;Wind;2014;25,1428;112,6322
Hunan Linwu Zhennan wind farm;50;Wind;2016;25,5341;112,6506
Hunan Linxiang Jingzhushan wind farm;50;Wind;2018;29,5583;113,4167
Hunan Linxiang Yaoposhan wind farm;50;Wind;2014;29,4667;113,375
Hunan Longhui Baolian wind farm;50;Wind;2014;27,3833;110,7333
Hunan Longhui Wangyunshan wind farm;50;Wind;2015;27,6662;111,7487
Hunan Ningxiang Donghutang wind farm;50;Wind;2019;28,0706;112,4925
Hunan Ningxiang Guanyinge wind farm;50;Wind;2017;27,6662;111,7487
Hunan Ningxiang Longtian wind farm;50;Wind;2020;27,6662;111,7487
Hunan Qidong Guanjiazui wind farm;50;Wind;2016;27,0084;111,8587
Hunan Rucheng Donggangling wind farm;50;Wind;2016;25,5167;113,6333
Hunan Shaodong Zhenxiang wind farm;50;Wind;2015;27,015;111,89
Hunan Shuangfeng Chaiyunshan wind farm;50;Wind;2018;27,4308;112,3788
